event_name,event_date,event_location,event_details_url,weight_class,fight_stats_page_url,header_fighter_a_name,header_fighter_a_nickname,header_fighter_a_outcome,header_fighter_b_name,header_fighter_b_nickname,header_fighter_b_outcome,header_winner_name,header_round_detailed,header_time_detailed,header_time_format_detailed,header_referee_detailed,header_finish_details_detailed,fighter_a_per_round_totals_json,fighter_a_per_round_sig_strikes_json,fighter_a_kd,fighter_a_sig_str_landed,fighter_a_sig_str_attempted,fighter_a_sig_str_pct,fighter_a_total_str_landed,fighter_a_total_str_attempted,fighter_a_td_landed,fighter_a_td_attempted,fighter_a_td_pct,fighter_a_sub_att,fighter_a_rev,fighter_a_ctrl_time_seconds,fighter_a_sig_strikes_head_landed,fighter_a_sig_strikes_head_attempted,fighter_a_sig_strikes_body_landed,fighter_a_sig_strikes_body_attempted,fighter_a_sig_strikes_leg_landed,fighter_a_sig_strikes_leg_attempted,fighter_a_sig_strikes_distance_landed,fighter_a_sig_strikes_distance_attempted,fighter_a_sig_strikes_clinch_landed,fighter_a_sig_strikes_clinch_attempted,fighter_a_sig_strikes_ground_landed,fighter_a_sig_strikes_ground_attempted,fighter_b_per_round_totals_json,fighter_b_per_round_sig_strikes_json,fighter_b_kd,fighter_b_sig_str_landed,fighter_b_sig_str_attempted,fighter_b_sig_str_pct,fighter_b_total_str_landed,fighter_b_total_str_attempted,fighter_b_td_landed,fighter_b_td_attempted,fighter_b_td_pct,fighter_b_sub_att,fighter_b_rev,fighter_b_ctrl_time_seconds,fighter_b_sig_strikes_head_landed,fighter_b_sig_strikes_head_attempted,fighter_b_sig_strikes_body_landed,fighter_b_sig_strikes_body_attempted,fighter_b_sig_strikes_leg_landed,fighter_b_sig_strikes_leg_attempted,fighter_b_sig_strikes_distance_landed,fighter_b_sig_strikes_distance_attempted,fighter_b_sig_strikes_clinch_landed,fighter_b_sig_strikes_clinch_attempted,fighter_b_sig_strikes_ground_landed,fighter_b_sig_strikes_ground_attempted,event_date_iso,FightID_generated
UFC 229: Khabib vs. McGregor,"October 06, 2018","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/1ef0eae31904e534,Lightweight,http://ufcstats.com/fight-details/c835ccffa472970e,Scott Holtzman,"""Hot Sauce""",W,Alan Patrick,"""Nuguette""",L,Scott Holtzman,3,3:42,3 Rnd (5-5-5),Jason Herzog,Elbows to Head From Mount,[],[],1,73,111,0.65,96,138,1,2,0.5,0,0,336,55,91,8,10,10,10,27,56,6,6,40,49,[],[],0,25,62,0.4,27,65,0,4,0.0,0,0,13,16,45,8,14,1,3,22,58,3,3,0,1,2018-10-06T00:00:00,c835ccffa472970e
UFC 229: Khabib vs. McGregor,"October 06, 2018","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/1ef0eae31904e534,Women's Bantamweight,http://ufcstats.com/fight-details/21be9181725ab599,Lina Lansberg,"""Elbow Queen""",L,Yana Santos,,W,Yana Santos,3,5:00,3 Rnd (5-5-5),Chris Tognoni,,[],[],0,43,87,0.49,61,109,0,0,0.0,1,0,18,18,61,23,24,2,2,22,66,20,20,1,1,[],[],0,72,111,0.64,159,208,5,8,0.62,1,0,593,26,54,30,36,16,21,33,68,30,33,9,10,2018-10-06T00:00:00,21be9181725ab599
UFC 229: Khabib vs. McGregor,"October 06, 2018","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/1ef0eae31904e534,Lightweight,http://ufcstats.com/fight-details/9bc042a700d9a531,Gray Maynard,,L,Nik Lentz,"""The Carny""",W,Nik Lentz,2,1:19,3 Rnd (5-5-5),Dan Miragliotta,Kick to Head At Distance,[],[],0,13,27,0.48,13,27,0,0,0.0,0,0,8,11,25,2,2,0,0,11,23,2,4,0,0,[],[],1,75,101,0.74,92,121,2,5,0.4,1,0,214,67,93,5,5,3,3,23,34,12,16,40,51,2018-10-06T00:00:00,9bc042a700d9a531
UFC 229: Khabib vs. McGregor,"October 06, 2018","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/1ef0eae31904e534,Welterweight,http://ufcstats.com/fight-details/68ba4aca75b02496,Ryan LaFlare,,L,Anthony Rocco Martin,,W,Anthony Rocco Martin,3,1:00,3 Rnd (5-5-5),Chris Tognoni,Kick to Head At Distance,[],[],0,35,68,0.51,38,72,0,1,0.0,0,0,21,8,33,20,27,7,8,31,64,3,3,1,1,[],[],2,36,77,0.46,38,79,0,0,0.0,1,0,215,33,74,1,1,2,2,18,52,2,2,16,23,2018-10-06T00:00:00,68ba4aca75b02496
UFC Fight Night: Hunt vs. Oleinik,"September 15, 2018","Moscow, Moscow, Russia",http://ufcstats.com/event-details/8d49545dadf9b919,Heavyweight,http://ufcstats.com/fight-details/eebb4dde70a67369,Mark Hunt,"""Super Samoan""",L,Aleksei Oleinik,"""The Boa Constrictor""",W,Aleksei Oleinik,1,4:26,5 Rnd (5-5-5-5-5),Herb Dean,Rear Naked Choke,[],[],0,6,27,0.22,6,27,0,0,0.0,0,0,0,2,20,0,2,4,5,6,27,0,0,0,0,[],[],0,3,26,0.11,3,26,1,5,0.2,1,0,42,2,22,0,0,1,4,3,26,0,0,0,0,2018-09-15T00:00:00,eebb4dde70a67369
UFC Fight Night: Hunt vs. Oleinik,"September 15, 2018","Moscow, Moscow, Russia",http://ufcstats.com/event-details/8d49545dadf9b919,Light Heavyweight,http://ufcstats.com/fight-details/880f2bb0a639a5a0,Jan Blachowicz,,W,Nikita Krylov,"""The Miner""",L,Jan Blachowicz,2,2:41,3 Rnd (5-5-5),Marc Goddard,Arm Triangle From Back Control,[],[],0,10,18,0.55,24,33,1,1,1.0,1,0,293,10,17,0,1,0,0,1,5,0,0,9,13,[],[],0,4,22,0.18,21,40,1,1,1.0,1,0,100,3,14,0,5,1,3,2,16,0,0,2,6,2018-09-15T00:00:00,880f2bb0a639a5a0
UFC Fight Night: Hunt vs. Oleinik,"September 15, 2018","Moscow, Moscow, Russia",http://ufcstats.com/event-details/8d49545dadf9b919,Heavyweight,http://ufcstats.com/fight-details/a7e8416f0d57c8e0,Andrei Arlovski,"""The Pitbull""",L,Shamil Abdurakhimov,"""Abrek""",W,Shamil Abdurakhimov,3,5:00,3 Rnd (5-5-5),Leon Roberts,,[],[],0,18,58,0.31,27,71,2,3,0.66,0,0,18,8,45,6,9,4,4,9,39,6,13,3,6,[],[],0,32,70,0.45,67,108,2,4,0.5,0,0,206,19,50,9,16,4,4,12,41,6,11,14,18,2018-09-15T00:00:00,a7e8416f0d57c8e0
UFC Fight Night: Hunt vs. Oleinik,"September 15, 2018","Moscow, Moscow, Russia",http://ufcstats.com/event-details/8d49545dadf9b919,Welterweight,http://ufcstats.com/fight-details/dd0a3aedba5cee87,Aleksei Kunchenko,,W,Thiago Alves,"""Pitbull""",L,Aleksei Kunchenko,3,5:00,3 Rnd (5-5-5),Marc Goddard,,[],[],0,44,153,0.28,56,166,1,2,0.5,0,0,0,32,133,5,8,7,12,40,141,4,12,0,0,[],[],0,56,175,0.32,56,175,0,0,0.0,0,0,48,19,116,11,22,26,37,56,173,0,2,0,0,2018-09-15T00:00:00,dd0a3aedba5cee87
UFC Fight Night: Hunt vs. Oleinik,"September 15, 2018","Moscow, Moscow, Russia",http://ufcstats.com/event-details/8d49545dadf9b919,Middleweight,http://ufcstats.com/fight-details/d40f865aa6be9cd0,Khalid Murtazaliev,,W,CB Dollaway,"""The Doberman""",L,Khalid Murtazaliev,2,5:00,3 Rnd (5-5-5),Herb Dean,Punches to Head On Ground,[],[],0,48,69,0.69,53,74,5,5,1.0,0,1,359,33,53,11,12,4,4,8,12,3,3,37,54,[],[],0,4,19,0.21,23,38,2,3,0.66,3,0,98,1,12,2,6,1,1,4,18,0,1,0,0,2018-09-15T00:00:00,d40f865aa6be9cd0
UFC Fight Night: Hunt vs. Oleinik,"September 15, 2018","Moscow, Moscow, Russia",http://ufcstats.com/event-details/8d49545dadf9b919,Bantamweight,http://ufcstats.com/fight-details/c76fd2ddcbc4713d,Petr Yan,"""No Mercy""",W,Jin Soo Son,,L,Petr Yan,3,5:00,3 Rnd (5-5-5),Marc Goddard,,[],[],0,100,232,0.43,115,249,0,1,0.0,0,1,13,87,216,10,13,3,3,73,195,20,29,7,8,[],[],0,58,220,0.26,63,226,1,7,0.14,0,0,155,51,203,4,13,3,4,47,201,7,13,4,6,2018-09-15T00:00:00,c76fd2ddcbc4713d
UFC Fight Night: Hunt vs. Oleinik,"September 15, 2018","Moscow, Moscow, Russia",http://ufcstats.com/event-details/8d49545dadf9b919,Lightweight,http://ufcstats.com/fight-details/ba33d0868b25483b,Rustam Khabilov,"""Tiger""",W,Kajan Johnson,"""Ragin'""",L,Rustam Khabilov,3,5:00,3 Rnd (5-5-5),Leon Roberts,,[],[],0,17,70,0.24,34,88,3,8,0.37,0,0,250,16,64,1,6,0,0,11,59,2,5,4,6,[],[],0,44,123,0.35,57,137,0,0,0.0,0,0,0,15,85,6,10,23,28,42,118,2,5,0,0,2018-09-15T00:00:00,ba33d0868b25483b
UFC Fight Night: Hunt vs. Oleinik,"September 15, 2018","Moscow, Moscow, Russia",http://ufcstats.com/event-details/8d49545dadf9b919,Lightweight,http://ufcstats.com/fight-details/f56c6646b54c0662,Mairbek Taisumov,"""Beckan""",W,Desmond Green,"""The Predator""",L,Mairbek Taisumov,3,5:00,3 Rnd (5-5-5),Kiselev Viacheslav,,[],[],0,27,82,0.32,28,83,0,0,0.0,0,0,4,11,52,5,16,11,14,26,80,1,2,0,0,[],[],0,27,83,0.32,27,83,0,4,0.0,0,0,0,16,59,4,12,7,12,27,81,0,2,0,0,2018-09-15T00:00:00,f56c6646b54c0662
UFC Fight Night: Hunt vs. Oleinik,"September 15, 2018","Moscow, Moscow, Russia",http://ufcstats.com/event-details/8d49545dadf9b919,Light Heavyweight,http://ufcstats.com/fight-details/1687e2cd061b7aec,Magomed Ankalaev,,W,Marcin Prachnio,,L,Magomed Ankalaev,1,3:09,3 Rnd (5-5-5),Herb Dean,Kick to Head At Distance,[],[],1,12,27,0.44,12,27,0,0,0.0,0,0,2,10,25,1,1,1,1,8,21,2,4,2,2,[],[],0,3,22,0.13,3,22,0,0,0.0,0,0,0,1,15,0,3,2,4,3,22,0,0,0,0,2018-09-15T00:00:00,1687e2cd061b7aec
UFC Fight Night: Hunt vs. Oleinik,"September 15, 2018","Moscow, Moscow, Russia",http://ufcstats.com/event-details/8d49545dadf9b919,Middleweight,http://ufcstats.com/fight-details/ed72edc2ce0f3c5f,Adam Yandiev,"""Boroda""",L,Jordan Johnson,,W,Jordan Johnson,2,0:42,3 Rnd (5-5-5),Marc Goddard,Arm Triangle From Half Guard,[],[],0,1,12,0.08,1,12,0,0,0.0,0,0,0,0,9,0,2,1,1,1,10,0,2,0,0,[],[],0,35,55,0.63,55,82,3,4,0.75,2,0,215,33,52,1,2,1,1,3,15,2,2,30,38,2018-09-15T00:00:00,ed72edc2ce0f3c5f
UFC Fight Night: Hunt vs. Oleinik,"September 15, 2018","Moscow, Moscow, Russia",http://ufcstats.com/event-details/8d49545dadf9b919,Welterweight,http://ufcstats.com/fight-details/67f559403a6ec7cb,Ramazan Emeev,"""Gorets""",W,Stefan Sekulic,,L,Ramazan Emeev,3,5:00,3 Rnd (5-5-5),Leon Roberts,,[],[],1,36,84,0.42,47,96,2,3,0.66,1,0,144,22,64,12,17,2,3,17,58,12,17,7,9,[],[],0,22,58,0.37,31,68,1,5,0.2,0,0,136,6,34,3,9,13,15,19,52,3,6,0,0,2018-09-15T00:00:00,67f559403a6ec7cb
UFC Fight Night: Hunt vs. Oleinik,"September 15, 2018","Moscow, Moscow, Russia",http://ufcstats.com/event-details/8d49545dadf9b919,Bantamweight,http://ufcstats.com/fight-details/6455d9c54d99b851,Merab Dvalishvili,"""The Machine""",W,Terrion Ware,"""Flash""",L,Merab Dvalishvili,3,5:00,3 Rnd (5-5-5),Kiselev Viacheslav,,[],[],0,62,165,0.37,205,330,5,8,0.62,0,0,693,51,149,5,8,6,8,6,43,5,10,51,112,[],[],0,8,34,0.23,22,51,0,0,0.0,0,0,0,5,28,3,5,0,1,3,27,0,0,5,7,2018-09-15T00:00:00,6455d9c54d99b851
UFC 228: Woodley vs. Till,"September 08, 2018","Dallas, Texas, USA",http://ufcstats.com/event-details/d5ae8074631762fc,Welterweight,http://ufcstats.com/fight-details/b66ac52bfb217761,Tyron Woodley,"""The Chosen One""",W,Darren Till,"""The Gorilla""",L,Tyron Woodley,2,4:19,5 Rnd (5-5-5-5-5),Dan Miragliotta,D'Arce Choke From Half Guard,[],[],1,57,79,0.72,74,97,0,4,0.0,1,0,330,47,67,7,9,3,3,7,19,5,6,45,54,[],[],0,0,6,0.0,1,7,0,0,0.0,0,0,12,0,6,0,0,0,0,0,6,0,0,0,0,2018-09-08T00:00:00,b66ac52bfb217761
UFC 228: Woodley vs. Till,"September 08, 2018","Dallas, Texas, USA",http://ufcstats.com/event-details/d5ae8074631762fc,Women's Strawweight,http://ufcstats.com/fight-details/dbf786f9808c6a08,Jessica Andrade,"""Bate Estaca""",W,Karolina Kowalkiewicz,,L,Jessica Andrade,1,1:58,3 Rnd (5-5-5),Kerry Hatley,Punch to Head At Distance,[],[],1,38,73,0.52,39,74,0,0,0.0,0,0,1,32,66,4,5,2,2,31,65,7,8,0,0,[],[],0,24,56,0.42,25,58,0,0,0.0,0,0,0,15,46,5,6,4,4,18,49,6,7,0,0,2018-09-08T00:00:00,dbf786f9808c6a08
UFC 228: Woodley vs. Till,"September 08, 2018","Dallas, Texas, USA",http://ufcstats.com/event-details/d5ae8074631762fc,Featherweight,http://ufcstats.com/fight-details/b2625001e0b89369,Zabit Magomedsharipov,,W,Brandon Davis,"""Killer B""",L,Zabit Magomedsharipov,2,3:46,3 Rnd (5-5-5),Jacob Montalvo,Suloev Stretch From Back Control,[],[],0,38,53,0.71,47,62,6,7,0.85,1,0,240,26,40,4,4,8,9,25,37,5,7,8,9,[],[],0,27,69,0.39,29,71,0,0,0.0,0,0,0,8,37,7,15,12,17,24,66,3,3,0,0,2018-09-08T00:00:00,b2625001e0b89369
UFC 228: Woodley vs. Till,"September 08, 2018","Dallas, Texas, USA",http://ufcstats.com/event-details/d5ae8074631762fc,Bantamweight,http://ufcstats.com/fight-details/82342dc6be82778b,Jimmie Rivera,"""El Terror""",W,John Dodson,"""The Magician""",L,Jimmie Rivera,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,,[],[],0,62,125,0.49,63,126,0,3,0.0,0,0,4,25,79,16,21,21,25,60,121,2,4,0,0,[],[],0,41,117,0.35,41,117,0,1,0.0,0,0,2,21,95,15,17,5,5,34,109,7,8,0,0,2018-09-08T00:00:00,82342dc6be82778b
UFC 228: Woodley vs. Till,"September 08, 2018","Dallas, Texas, USA",http://ufcstats.com/event-details/d5ae8074631762fc,Welterweight,http://ufcstats.com/fight-details/f3bebb48771a414a,Abdul Razak Alhassan,,W,Niko Price,"""The Hybrid""",L,Abdul Razak Alhassan,1,0:43,3 Rnd (5-5-5),Jacob Montalvo,Punches to Head At Distance,[],[],1,15,21,0.71,15,21,0,0,0.0,0,0,2,11,17,3,3,1,1,14,20,1,1,0,0,[],[],0,4,10,0.4,4,10,0,1,0.0,0,0,0,2,6,2,4,0,0,4,10,0,0,0,0,2018-09-08T00:00:00,f3bebb48771a414a
UFC 228: Woodley vs. Till,"September 08, 2018","Dallas, Texas, USA",http://ufcstats.com/event-details/d5ae8074631762fc,Women's Strawweight,http://ufcstats.com/fight-details/fd61e6146f3b2942,Carla Esparza,"""Cookie Monster""",L,Tatiana Suarez,,W,Tatiana Suarez,3,4:33,3 Rnd (5-5-5),Kerry Hatley,Punches to Head From Guard,[],[],0,6,10,0.6,12,18,0,2,0.0,0,1,4,1,5,5,5,0,0,0,3,6,7,0,0,[],[],0,82,98,0.83,136,155,9,11,0.81,0,0,777,64,77,15,18,3,3,6,11,6,8,70,79,2018-09-08T00:00:00,fd61e6146f3b2942
UFC 228: Woodley vs. Till,"September 08, 2018","Dallas, Texas, USA",http://ufcstats.com/event-details/d5ae8074631762fc,Bantamweight,http://ufcstats.com/fight-details/e65ffb177a2c7669,Aljamain Sterling,"""Funk Master""",W,Cody Stamann,"""The Spartan""",L,Aljamain Sterling,2,3:42,3 Rnd (5-5-5),Kevin MacDonald,Suloev Stretch From Back Control,[],[],0,33,74,0.44,63,105,2,9,0.22,2,0,173,23,56,7,13,3,5,13,51,3,4,17,19,[],[],0,12,43,0.27,20,51,3,3,1.0,0,0,156,2,31,6,7,4,5,7,35,5,8,0,0,2018-09-08T00:00:00,e65ffb177a2c7669
UFC 228: Woodley vs. Till,"September 08, 2018","Dallas, Texas, USA",http://ufcstats.com/event-details/d5ae8074631762fc,Welterweight,http://ufcstats.com/fight-details/6caf9ebf42ddae2e,Geoff Neal,"""Handz of Steel""",W,Frank Camacho,"""The Crank""",L,Geoff Neal,2,1:23,3 Rnd (5-5-5),Dan Miragliotta,Kick to Head At Distance,[],[],2,59,102,0.57,62,105,0,0,0.0,0,0,8,56,98,3,4,0,0,46,81,6,11,7,10,[],[],0,25,57,0.43,33,66,0,2,0.0,0,0,11,12,40,10,14,3,3,23,52,2,5,0,0,2018-09-08T00:00:00,6caf9ebf42ddae2e
UFC 228: Woodley vs. Till,"September 08, 2018","Dallas, Texas, USA",http://ufcstats.com/event-details/d5ae8074631762fc,Middleweight,http://ufcstats.com/fight-details/7658965c2a700b39,Charles Byrd,"""Kid Dynamite""",L,Darren Stewart,"""The Dentist""",W,Darren Stewart,2,2:17,3 Rnd (5-5-5),Jacob Montalvo,Elbow to Head At Distance,[],[],0,38,63,0.6,59,85,0,3,0.0,0,0,101,32,55,3,4,3,4,25,44,13,19,0,0,[],[],1,24,65,0.36,28,69,0,0,0.0,0,0,62,17,58,6,6,1,1,10,47,14,18,0,0,2018-09-08T00:00:00,7658965c2a700b39
UFC 228: Woodley vs. Till,"September 08, 2018","Dallas, Texas, USA",http://ufcstats.com/event-details/d5ae8074631762fc,Welterweight,http://ufcstats.com/fight-details/294a9e9780afa789,Diego Sanchez,"""Nightmare""",W,Craig White,"""The Thundercat""",L,Diego Sanchez,3,5:00,3 Rnd (5-5-5),Kerry Hatley,,[],[],0,46,77,0.59,82,124,3,4,0.75,0,0,860,34,65,12,12,0,0,3,8,1,1,42,68,[],[],1,18,42,0.42,64,94,0,0,0.0,1,0,8,16,39,2,3,0,0,8,17,1,1,9,24,2018-09-08T00:00:00,294a9e9780afa789
UFC 228: Woodley vs. Till,"September 08, 2018","Dallas, Texas, USA",http://ufcstats.com/event-details/d5ae8074631762fc,Lightweight,http://ufcstats.com/fight-details/e40a5bd62ce710ac,Jim Miller,"""A-10""",W,Alex White,"""The Spartan""",L,Jim Miller,1,1:29,3 Rnd (5-5-5),Kevin MacDonald,Rear Naked Choke,[],[],0,15,24,0.62,17,26,1,1,1.0,1,0,19,11,19,2,2,2,3,8,15,0,0,7,9,[],[],0,5,14,0.35,5,14,0,0,0.0,0,0,0,3,11,2,3,0,0,4,12,1,2,0,0,2018-09-08T00:00:00,e40a5bd62ce710ac
UFC 228: Woodley vs. Till,"September 08, 2018","Dallas, Texas, USA",http://ufcstats.com/event-details/d5ae8074631762fc,Women's Bantamweight,http://ufcstats.com/fight-details/a65909d4083c2088,Irene Aldana,,W,Lucie Pudilova,,L,Irene Aldana,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,,[],[],0,119,226,0.52,121,228,0,1,0.0,0,0,2,80,164,10,23,29,39,111,216,8,10,0,0,[],[],0,105,329,0.31,110,336,0,0,0.0,0,0,17,81,289,11,20,13,20,99,319,6,10,0,0,2018-09-08T00:00:00,a65909d4083c2088
UFC 228: Woodley vs. Till,"September 08, 2018","Dallas, Texas, USA",http://ufcstats.com/event-details/d5ae8074631762fc,Flyweight,http://ufcstats.com/fight-details/9399c772adc7bcab,Robert Sanchez,"""Littlefury""",L,Jarred Brooks,"""The Monkey God""",W,Jarred Brooks,3,5:00,3 Rnd (5-5-5),Jacob Montalvo,,[],[],0,16,40,0.4,121,162,1,4,0.25,0,0,283,10,30,6,9,0,1,3,21,1,4,12,15,[],[],0,24,42,0.57,82,108,2,4,0.5,1,0,498,15,31,7,7,2,4,4,17,6,6,14,19,2018-09-08T00:00:00,9399c772adc7bcab
UFC 227: Dillashaw vs. Garbrandt 2,"August 04, 2018","Los Angeles, California, USA",http://ufcstats.com/event-details/03b1e846b09f721d,Bantamweight,http://ufcstats.com/fight-details/de32c5a78aaf89e9,TJ Dillashaw,,W,Cody Garbrandt,"""No Love""",L,TJ Dillashaw,1,4:10,5 Rnd (5-5-5-5-5),Herb Dean,Punches to Head At Distance,[],[],2,45,72,0.62,51,78,0,0,0.0,0,0,29,37,60,5,6,3,6,16,38,15,16,14,18,[],[],0,17,43,0.39,17,43,0,2,0.0,0,0,0,14,37,2,5,1,1,14,39,3,4,0,0,2018-08-04T00:00:00,de32c5a78aaf89e9
UFC 227: Dillashaw vs. Garbrandt 2,"August 04, 2018","Los Angeles, California, USA",http://ufcstats.com/event-details/03b1e846b09f721d,Flyweight,http://ufcstats.com/fight-details/f2ca358ea9bec156,Demetrious Johnson,"""Mighty Mouse""",L,Henry Cejudo,"""Triple C""",W,Henry Cejudo,5,5:00,5 Rnd (5-5-5-5-5),Mike Beltran,,[],[],0,81,134,0.6,121,174,1,2,0.5,0,0,36,23,62,19,21,39,51,73,125,7,8,1,1,[],[],0,51,147,0.34,80,178,3,11,0.27,0,0,278,29,116,18,25,4,6,31,120,17,22,3,5,2018-08-04T00:00:00,f2ca358ea9bec156
UFC 227: Dillashaw vs. Garbrandt 2,"August 04, 2018","Los Angeles, California, USA",http://ufcstats.com/event-details/03b1e846b09f721d,Featherweight,http://ufcstats.com/fight-details/520f6379fefd8fda,Cub Swanson,,L,Renato Moicano,,W,Renato Moicano,1,4:15,3 Rnd (5-5-5),Blake Grice,Rear Naked Choke,[],[],0,20,38,0.52,20,38,0,0,0.0,0,0,0,5,19,3,5,12,14,20,38,0,0,0,0,[],[],1,17,47,0.36,23,53,1,2,0.5,1,0,81,14,42,2,3,1,2,8,33,2,2,7,12,2018-08-04T00:00:00,520f6379fefd8fda
UFC 227: Dillashaw vs. Garbrandt 2,"August 04, 2018","Los Angeles, California, USA",http://ufcstats.com/event-details/03b1e846b09f721d,Women's Strawweight,http://ufcstats.com/fight-details/d2f6b87189908088,Polyana Viana,"""Dama de Ferro""",L,JJ Aldrich,,W,JJ Aldrich,3,5:00,3 Rnd (5-5-5),Herb Dean,,[],[],0,46,129,0.35,86,175,1,5,0.2,0,0,62,24,97,15,24,7,8,37,116,6,8,3,5,[],[],0,40,83,0.48,50,96,0,1,0.0,0,0,357,36,77,3,5,1,1,31,73,7,8,2,2,2018-08-04T00:00:00,d2f6b87189908088
UFC 227: Dillashaw vs. Garbrandt 2,"August 04, 2018","Los Angeles, California, USA",http://ufcstats.com/event-details/03b1e846b09f721d,Middleweight,http://ufcstats.com/fight-details/3b03f8d3a55f3cb2,Thiago Santos,"""Marreta""",W,Kevin Holland,"""Trailblazer""",L,Thiago Santos,3,5:00,3 Rnd (5-5-5),Mike Beltran,,[],[],0,69,153,0.45,81,167,3,7,0.42,1,0,577,50,131,14,17,5,5,20,44,2,5,47,104,[],[],0,31,55,0.56,81,110,0,1,0.0,1,0,70,20,41,6,9,5,5,17,39,1,1,13,15,2018-08-04T00:00:00,3b03f8d3a55f3cb2
UFC 227: Dillashaw vs. Garbrandt 2,"August 04, 2018","Los Angeles, California, USA",http://ufcstats.com/event-details/03b1e846b09f721d,Bantamweight,http://ufcstats.com/fight-details/c8a9d3917d77ede2,Pedro Munhoz,"""The Young Punisher""",W,Brett Johns,"""The Pikey""",L,Pedro Munhoz,3,5:00,3 Rnd (5-5-5),Blake Grice,,[],[],3,117,245,0.47,160,292,0,4,0.0,1,0,271,78,182,16,31,23,32,78,174,18,32,21,39,[],[],0,73,168,0.43,82,180,0,6,0.0,0,0,66,61,153,10,12,2,3,65,158,8,10,0,0,2018-08-04T00:00:00,c8a9d3917d77ede2
UFC 227: Dillashaw vs. Garbrandt 2,"August 04, 2018","Los Angeles, California, USA",http://ufcstats.com/event-details/03b1e846b09f721d,Bantamweight,http://ufcstats.com/fight-details/e57a78a422439774,Ricky Simon,,W,Montel Jackson,"""Quik""",L,Ricky Simon,3,5:00,3 Rnd (5-5-5),Frank Trigg,,[],[],0,25,53,0.47,44,75,7,20,0.35,0,0,337,7,31,10,14,8,8,18,44,7,8,0,1,[],[],0,42,94,0.44,55,107,2,2,1.0,0,0,45,27,76,13,15,2,3,23,66,16,23,3,5,2018-08-04T00:00:00,e57a78a422439774
UFC 227: Dillashaw vs. Garbrandt 2,"August 04, 2018","Los Angeles, California, USA",http://ufcstats.com/event-details/03b1e846b09f721d,Bantamweight,http://ufcstats.com/fight-details/65223fa6055df489,Ricardo Ramos,,W,Kyung Ho Kang,"""Mr. Perfect""",L,Ricardo Ramos,3,5:00,3 Rnd (5-5-5),Mike Beltran,,[],[],0,54,146,0.36,63,157,1,2,0.5,1,0,58,40,117,6,13,8,16,50,140,1,2,3,4,[],[],0,65,157,0.41,101,198,1,2,0.5,0,0,127,38,120,6,12,21,25,60,151,0,0,5,6,2018-08-04T00:00:00,65223fa6055df489
UFC 227: Dillashaw vs. Garbrandt 2,"August 04, 2018","Los Angeles, California, USA",http://ufcstats.com/event-details/03b1e846b09f721d,Featherweight,http://ufcstats.com/fight-details/e85e83ab4e60e768,Matt Sayles,,L,Sheymon Moraes,,W,Sheymon Moraes,3,5:00,3 Rnd (5-5-5),Blake Grice,,[],[],0,77,235,0.32,79,237,0,3,0.0,0,0,67,39,185,23,30,15,20,67,220,10,15,0,0,[],[],0,73,172,0.42,77,177,0,4,0.0,0,0,3,31,113,40,55,2,4,64,161,9,11,0,0,2018-08-04T00:00:00,e85e83ab4e60e768
UFC 227: Dillashaw vs. Garbrandt 2,"August 04, 2018","Los Angeles, California, USA",http://ufcstats.com/event-details/03b1e846b09f721d,Flyweight,http://ufcstats.com/fight-details/866729ea2ceddb25,Alex Perez,,W,Jose Torres,"""Shorty""",L,Alex Perez,1,3:46,3 Rnd (5-5-5),Frank Trigg,Punches to Head At Distance,[],[],1,84,162,0.51,88,166,0,3,0.0,0,0,3,67,139,11,16,6,7,64,133,20,29,0,0,[],[],0,29,76,0.38,30,77,0,0,0.0,0,0,0,22,67,7,9,0,0,25,71,4,5,0,0,2018-08-04T00:00:00,866729ea2ceddb25
UFC 227: Dillashaw vs. Garbrandt 2,"August 04, 2018","Los Angeles, California, USA",http://ufcstats.com/event-details/03b1e846b09f721d,Women's Strawweight,http://ufcstats.com/fight-details/5d8a1daadda47ace,Danielle Taylor,"""Dynamite""",L,Zhang Weili,"""Magnum""",W,Zhang Weili,3,5:00,3 Rnd (5-5-5),Blake Grice,,[],[],0,34,123,0.27,35,124,0,1,0.0,1,0,0,22,104,8,11,4,8,31,120,3,3,0,0,[],[],0,77,194,0.39,83,200,1,2,0.5,0,0,48,31,107,15,30,31,57,71,185,4,7,2,2,2018-08-04T00:00:00,5d8a1daadda47ace
UFC 227: Dillashaw vs. Garbrandt 2,"August 04, 2018","Los Angeles, California, USA",http://ufcstats.com/event-details/03b1e846b09f721d,Bantamweight,http://ufcstats.com/fight-details/8e971c1ec4b981cc,Marlon Vera,"""Chito""",W,Wulijiburen,"""Beast Master""",L,Marlon Vera,2,4:53,3 Rnd (5-5-5),Frank Trigg,Punch to Body At Distance,[],[],1,45,86,0.52,59,102,1,4,0.25,0,0,62,24,58,8,13,13,15,30,67,8,9,7,10,[],[],0,31,61,0.5,49,80,2,4,0.5,0,0,187,16,32,9,19,6,10,19,48,6,7,6,6,2018-08-04T00:00:00,8e971c1ec4b981cc
