event_name,event_date,event_location,event_details_url,weight_class,fight_stats_page_url,header_fighter_a_name,header_fighter_a_nickname,header_fighter_a_outcome,header_fighter_b_name,header_fighter_b_nickname,header_fighter_b_outcome,header_winner_name,header_round_detailed,header_time_detailed,header_time_format_detailed,header_referee_detailed,header_finish_details_detailed,fighter_a_per_round_totals_json,fighter_a_per_round_sig_strikes_json,fighter_a_kd,fighter_a_sig_str_landed,fighter_a_sig_str_attempted,fighter_a_sig_str_pct,fighter_a_total_str_landed,fighter_a_total_str_attempted,fighter_a_td_landed,fighter_a_td_attempted,fighter_a_td_pct,fighter_a_sub_att,fighter_a_rev,fighter_a_ctrl_time_seconds,fighter_a_sig_strikes_head_landed,fighter_a_sig_strikes_head_attempted,fighter_a_sig_strikes_body_landed,fighter_a_sig_strikes_body_attempted,fighter_a_sig_strikes_leg_landed,fighter_a_sig_strikes_leg_attempted,fighter_a_sig_strikes_distance_landed,fighter_a_sig_strikes_distance_attempted,fighter_a_sig_strikes_clinch_landed,fighter_a_sig_strikes_clinch_attempted,fighter_a_sig_strikes_ground_landed,fighter_a_sig_strikes_ground_attempted,fighter_b_per_round_totals_json,fighter_b_per_round_sig_strikes_json,fighter_b_kd,fighter_b_sig_str_landed,fighter_b_sig_str_attempted,fighter_b_sig_str_pct,fighter_b_total_str_landed,fighter_b_total_str_attempted,fighter_b_td_landed,fighter_b_td_attempted,fighter_b_td_pct,fighter_b_sub_att,fighter_b_rev,fighter_b_ctrl_time_seconds,fighter_b_sig_strikes_head_landed,fighter_b_sig_strikes_head_attempted,fighter_b_sig_strikes_body_landed,fighter_b_sig_strikes_body_attempted,fighter_b_sig_strikes_leg_landed,fighter_b_sig_strikes_leg_attempted,fighter_b_sig_strikes_distance_landed,fighter_b_sig_strikes_distance_attempted,fighter_b_sig_strikes_clinch_landed,fighter_b_sig_strikes_clinch_attempted,fighter_b_sig_strikes_ground_landed,fighter_b_sig_strikes_ground_attempted,event_date_iso,FightID_generated
UFC Fight Night: Kape vs. Almabayev,"March 01, 2025","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/9766ed20b68c7c33,Flyweight,http://ufcstats.com/fight-details/9d8a37f130db13e5,Manel Kape,"""StarBoy""",W,Asu Almabayev,"""Zulfikar""",L,Manel Kape,3,2:16,5 Rnd (5-5-5-5-5),Mike Beltran,Punches to Head At Distance,[],[],0,61,115,0.53,62,119,0,1,0.0,0,0,29,47,95,11,17,3,3,46,94,9,15,6,6,[],[],0,40,80,0.5,40,81,0,6,0.0,0,0,0,19,55,13,17,8,8,38,77,2,3,0,0,2025-03-01T00:00:00,9d8a37f130db13e5
UFC Fight Night: Kape vs. Almabayev,"March 01, 2025","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/9766ed20b68c7c33,Middleweight,http://ufcstats.com/fight-details/6bdf0756fb57aced,Cody Brundage,,W,Julian Marquez,"""The Cuban Missile Crisis""",L,Cody Brundage,1,4:45,3 Rnd (5-5-5),Mark Smith,Punches to Head On Ground,[],[],1,44,79,0.55,68,106,0,1,0.0,0,0,48,39,71,1,2,4,6,34,65,5,8,5,6,[],[],0,37,73,0.5,53,96,0,0,0.0,1,0,30,31,64,5,8,1,1,24,51,13,22,0,0,2025-03-01T00:00:00,6bdf0756fb57aced
UFC Fight Night: Kape vs. Almabayev,"March 01, 2025","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/9766ed20b68c7c33,Lightweight,http://ufcstats.com/fight-details/061990783b9bdb36,Nasrat Haqparast,,W,Esteban Ribovics,"""El Gringo""",L,Nasrat Haqparast,3,5:00,3 Rnd (5-5-5),Jason Herzog,,[],[],0,135,273,0.49,135,273,1,5,0.2,0,0,49,103,233,26,34,6,6,134,272,1,1,0,0,[],[],0,147,433,0.33,149,436,0,0,0.0,0,0,0,120,395,17,27,10,11,147,433,0,0,0,0,2025-03-01T00:00:00,061990783b9bdb36
UFC Fight Night: Kape vs. Almabayev,"March 01, 2025","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/9766ed20b68c7c33,Featherweight,http://ufcstats.com/fight-details/0dfdc94c1da32e20,Hyder Amil,"""The Hurricane""",W,William Gomis,"""Jaguar""",L,Hyder Amil,3,5:00,3 Rnd (5-5-5),Chris Tognoni,,[],[],0,115,202,0.56,164,262,1,6,0.16,0,0,163,60,140,37,42,18,20,98,180,15,20,2,2,[],[],0,101,187,0.54,116,205,0,3,0.0,0,0,82,60,134,27,39,14,14,90,169,11,18,0,0,2025-03-01T00:00:00,0dfdc94c1da32e20
UFC Fight Night: Kape vs. Almabayev,"March 01, 2025","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/9766ed20b68c7c33,Welterweight,http://ufcstats.com/fight-details/d6c3b730dc9f21a5,Danny Barlow,"""LeftHand2God""",L,Sam Patterson,,W,Sam Patterson,1,3:10,3 Rnd (5-5-5),Mike Beltran,Punch to Head At Distance,[],[],0,15,30,0.5,15,30,0,0,0.0,0,0,0,10,23,2,3,3,4,15,30,0,0,0,0,[],[],1,18,34,0.52,18,34,0,0,0.0,0,0,3,14,28,4,6,0,0,15,29,0,0,3,5,2025-03-01T00:00:00,d6c3b730dc9f21a5
UFC Fight Night: Kape vs. Almabayev,"March 01, 2025","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/9766ed20b68c7c33,Heavyweight,http://ufcstats.com/fight-details/a857acedb53ee959,Austen Lane,,L,Mario Pinto,,W,Mario Pinto,2,0:39,3 Rnd (5-5-5),Mark Smith,Punch to Head At Distance,[],[],1,32,63,0.5,36,75,0,1,0.0,0,0,53,17,42,13,17,2,4,31,58,1,5,0,0,[],[],1,13,23,0.56,16,26,0,1,0.0,0,0,18,8,18,2,2,3,3,12,20,1,2,0,1,2025-03-01T00:00:00,a857acedb53ee959
UFC Fight Night: Kape vs. Almabayev,"March 01, 2025","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/9766ed20b68c7c33,Featherweight,http://ufcstats.com/fight-details/dd1df7f5a54fd9fc,Ricardo Ramos,,L,Chepe Mariscal,"""Machine Gun""",W,Chepe Mariscal,3,5:00,3 Rnd (5-5-5),Jason Herzog,,[],[],0,37,91,0.4,37,91,1,4,0.25,0,0,28,17,63,14,18,6,10,32,84,5,7,0,0,[],[],0,85,162,0.52,125,210,2,5,0.4,0,0,155,59,122,9,14,17,26,64,132,14,19,7,11,2025-03-01T00:00:00,dd1df7f5a54fd9fc
UFC Fight Night: Kape vs. Almabayev,"March 01, 2025","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/9766ed20b68c7c33,Featherweight,http://ufcstats.com/fight-details/1de799f17556b501,Danny Silva,"""El Puma""",W,Lucas Almeida,,L,Danny Silva,3,5:00,3 Rnd (5-5-5),Mike Beltran,,[],[],0,82,137,0.59,85,141,1,3,0.33,0,0,49,45,96,14,18,23,23,81,133,0,2,1,2,[],[],0,74,240,0.3,78,244,0,1,0.0,0,0,17,49,203,14,23,11,14,73,239,1,1,0,0,2025-03-01T00:00:00,1de799f17556b501
UFC Fight Night: Kape vs. Almabayev,"March 01, 2025","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/9766ed20b68c7c33,Women's Flyweight,http://ufcstats.com/fight-details/1ada4b9ee5810e0f,Andrea Lee,"""KGB""",L,JJ Aldrich,,W,JJ Aldrich,3,5:00,3 Rnd (5-5-5),Chris Tognoni,,[],[],0,53,175,0.3,66,192,1,4,0.25,1,0,46,13,109,25,44,15,22,52,174,1,1,0,0,[],[],0,74,137,0.54,77,142,2,3,0.66,0,0,80,54,114,10,13,10,10,68,130,5,6,1,1,2025-03-01T00:00:00,1ada4b9ee5810e0f
UFC Fight Night: Kape vs. Almabayev,"March 01, 2025","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/9766ed20b68c7c33,Flyweight,http://ufcstats.com/fight-details/206b8c14546d71f1,Charles Johnson,"""InnerG""",L,Ramazan Temirov,"""Temurlan""",W,Ramazan Temirov,3,5:00,3 Rnd (5-5-5),Jason Herzog,,[],[],0,66,156,0.42,87,183,0,3,0.0,0,0,78,28,104,23,32,15,20,46,129,20,27,0,0,[],[],0,55,139,0.39,59,146,1,2,0.5,0,0,23,42,117,13,22,0,0,46,118,9,19,0,2,2025-03-01T00:00:00,206b8c14546d71f1
UFC Fight Night: Blanchfield vs. Barber,"May 31, 2025","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/2a898bf9fb7710b3,Women's Flyweight,http://ufcstats.com/fight-details/e7bdaa506f96c2f9,Erin Blanchfield,"""Cold Blooded""",N/A,Maycee Barber,"""The Future""",N/A,N/A,,,,,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,2025-05-31T00:00:00,e7bdaa506f96c2f9
UFC Fight Night: Blanchfield vs. Barber,"May 31, 2025","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/2a898bf9fb7710b3,Lightweight,http://ufcstats.com/fight-details/212527d462690304,Mateusz Gamrot,"""Gamer""",N/A,Ludovit Klein,"""Mr. Highlight""",N/A,N/A,,,,,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,2025-05-31T00:00:00,212527d462690304
UFC Fight Night: Blanchfield vs. Barber,"May 31, 2025","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/2a898bf9fb7710b3,Light Heavyweight,http://ufcstats.com/fight-details/7aaa810540132a4b,Dustin Jacoby,"""The Hanyak""",N/A,Bruno Lopes,"""Brunao""",N/A,N/A,,,,,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,2025-05-31T00:00:00,7aaa810540132a4b
UFC Fight Night: Blanchfield vs. Barber,"May 31, 2025","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/2a898bf9fb7710b3,Middleweight,http://ufcstats.com/fight-details/ad68450307a21ab1,Zachary Reese,"""Savage""",N/A,Dusko Todorovic,"""Thunder""",N/A,N/A,,,,,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,2025-05-31T00:00:00,ad68450307a21ab1
UFC Fight Night: Blanchfield vs. Barber,"May 31, 2025","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/2a898bf9fb7710b3,Flyweight,http://ufcstats.com/fight-details/baa2ee0bf7f97079,Jafel Filho,"""Pastor""",N/A,Allan Nascimento,"""Puro Osso""",N/A,N/A,,,,,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,2025-05-31T00:00:00,baa2ee0bf7f97079
UFC Fight Night: Blanchfield vs. Barber,"May 31, 2025","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/2a898bf9fb7710b3,Women's Bantamweight,http://ufcstats.com/fight-details/106918bfbe24335d,Ketlen Vieira,"""Fenomeno""",N/A,Macy Chiasson,,N/A,N/A,,,,,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,2025-05-31T00:00:00,106918bfbe24335d
UFC Fight Night: Blanchfield vs. Barber,"May 31, 2025","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/2a898bf9fb7710b3,Catch Weight,http://ufcstats.com/fight-details/6b8bea0b82404c8c,Trevin Giles,,N/A,Andreas Gustafsson,"""Bane""",N/A,N/A,,,,,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,2025-05-31T00:00:00,6b8bea0b82404c8c
UFC Fight Night: Blanchfield vs. Barber,"May 31, 2025","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/2a898bf9fb7710b3,Lightweight,http://ufcstats.com/fight-details/2521fed000747f47,Kurt Holobaugh,"""The Hurt""",N/A,Jordan Leavitt,"""The Monkey King""",N/A,N/A,,,,,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,2025-05-31T00:00:00,2521fed000747f47
UFC Fight Night: Blanchfield vs. Barber,"May 31, 2025","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/2a898bf9fb7710b3,Lightweight,http://ufcstats.com/fight-details/123cef9a727b248f,MarQuel Mederos,,N/A,Bolaji Oki,"""The Zulu Warrior""",N/A,N/A,,,,,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,2025-05-31T00:00:00,123cef9a727b248f
UFC Fight Night: Blanchfield vs. Barber,"May 31, 2025","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/2a898bf9fb7710b3,Women's Strawweight,http://ufcstats.com/fight-details/73240bea13ed5e71,Rayanne dos Santos,,N/A,Alice Ardelean,,N/A,N/A,,,,,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,2025-05-31T00:00:00,73240bea13ed5e71
UFC 313: Pereira vs. Ankalaev,"March 08, 2025","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/ca936c67687789e9,Light Heavyweight,http://ufcstats.com/fight-details/9e05fe95a4fc63bc,Alex Pereira,"""Poatan""",L,Magomed Ankalaev,,W,Magomed Ankalaev,5,5:00,5 Rnd (5-5-5-5-5),Marc Goddard,,[],[],0,76,137,0.55,97,159,0,1,0.0,0,0,0,11,57,17,25,48,55,69,130,7,7,0,0,[],[],0,94,180,0.52,127,224,0,12,0.0,0,0,342,36,112,30,39,28,29,75,159,19,21,0,0,2025-03-08T00:00:00,9e05fe95a4fc63bc
UFC 313: Pereira vs. Ankalaev,"March 08, 2025","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/ca936c67687789e9,Lightweight,http://ufcstats.com/fight-details/a2f31cf3a28a7730,Justin Gaethje,"""The Highlight""",W,Rafael Fiziev,"""Ataman""",L,Justin Gaethje,3,5:00,3 Rnd (5-5-5),Jason Herzog,,[],[],1,72,134,0.53,98,163,0,3,0.0,0,0,92,56,117,9,9,7,8,41,92,26,34,5,8,[],[],0,68,119,0.57,81,134,2,2,1.0,0,0,40,20,61,43,52,5,6,49,100,14,14,5,5,2025-03-08T00:00:00,a2f31cf3a28a7730
UFC 313: Pereira vs. Ankalaev,"March 08, 2025","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/ca936c67687789e9,Lightweight,http://ufcstats.com/fight-details/a3cd6a65aaa9f104,Jalin Turner,"""The Tarantula""",L,Ignacio Bahamondes,"""La Jaula""",W,Ignacio Bahamondes,1,2:29,3 Rnd (5-5-5),Mark Smith,Triangle Choke From Bottom Guard,[],[],0,7,20,0.35,11,25,0,0,0.0,0,0,103,4,16,2,3,1,1,5,12,0,1,2,7,[],[],0,10,16,0.62,17,23,0,1,0.0,1,0,0,7,13,0,0,3,3,6,11,0,0,4,5,2025-03-08T00:00:00,a3cd6a65aaa9f104
UFC 313: Pereira vs. Ankalaev,"March 08, 2025","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/ca936c67687789e9,Women's Strawweight,http://ufcstats.com/fight-details/79f1c9f97d83ec83,Amanda Lemos,,W,Iasmin Lucindo,,L,Amanda Lemos,3,5:00,3 Rnd (5-5-5),Keith Peterson,,[],[],0,12,21,0.57,30,42,3,5,0.6,0,0,478,8,16,2,3,2,2,7,14,1,1,4,6,[],[],0,4,16,0.25,40,56,1,1,1.0,0,0,244,2,12,2,3,0,1,1,13,2,2,1,1,2025-03-08T00:00:00,79f1c9f97d83ec83
UFC 313: Pereira vs. Ankalaev,"March 08, 2025","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/ca936c67687789e9,Lightweight,http://ufcstats.com/fight-details/231968c02cdfe65e,King Green,,L,Mauricio Ruffy,,W,Mauricio Ruffy,1,2:07,3 Rnd (5-5-5),Chris Tognoni,"Kick to Head At Distance
      Wheel kick",[],[],0,4,15,0.26,4,15,0,0,0.0,0,0,0,1,7,1,3,2,5,4,15,0,0,0,0,[],[],1,4,9,0.44,4,9,0,0,0.0,0,0,0,4,7,0,0,0,2,4,9,0,0,0,0,2025-03-08T00:00:00,231968c02cdfe65e
UFC 313: Pereira vs. Ankalaev,"March 08, 2025","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/ca936c67687789e9,Flyweight,http://ufcstats.com/fight-details/af3e43049bc86fe9,Joshua Van,"""The Fearless""",W,Rei Tsuruya,,L,Joshua Van,3,5:00,3 Rnd (5-5-5),Jason Herzog,,[],[],0,59,97,0.6,127,169,0,0,0.0,0,0,50,39,74,19,22,1,1,53,90,5,5,1,2,[],[],0,32,84,0.38,47,104,4,21,0.19,0,0,229,28,78,2,4,2,2,32,83,0,1,0,0,2025-03-08T00:00:00,af3e43049bc86fe9
UFC 313: Pereira vs. Ankalaev,"March 08, 2025","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/ca936c67687789e9,Middleweight,http://ufcstats.com/fight-details/e61cb905f6152183,Brunno Ferreira,"""The Hulk""",W,Armen Petrosyan,"""Superman""",L,Brunno Ferreira,2,4:27,3 Rnd (5-5-5),Mark Smith,Armbar From Bottom Guard,[],[],0,27,56,0.48,31,63,2,7,0.28,1,0,72,14,40,9,10,4,6,25,53,2,3,0,0,[],[],0,46,83,0.55,47,84,0,0,0.0,0,0,0,19,54,7,7,20,22,46,83,0,0,0,0,2025-03-08T00:00:00,e61cb905f6152183
UFC 313: Pereira vs. Ankalaev,"March 08, 2025","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/ca936c67687789e9,Welterweight,http://ufcstats.com/fight-details/cab4937435d081d0,Alex Morono,"""The Great White""",L,Carlos Leal,"""The Lion""",W,Carlos Leal,1,4:16,3 Rnd (5-5-5),Keith Peterson,Punches to Head In Clinch,[],[],0,40,95,0.42,41,96,0,1,0.0,0,0,20,32,82,4,9,4,4,35,87,5,8,0,0,[],[],0,79,120,0.65,81,123,0,0,0.0,0,0,3,49,89,28,29,2,2,54,91,25,29,0,0,2025-03-08T00:00:00,cab4937435d081d0
UFC 313: Pereira vs. Ankalaev,"March 08, 2025","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/ca936c67687789e9,Featherweight,http://ufcstats.com/fight-details/19fe7177254802d1,Mairon Santos,"""The Legend""",W,Francis Marshall,"""Fire""",L,Mairon Santos,3,5:00,3 Rnd (5-5-5),Chris Tognoni,,[],[],0,58,129,0.44,78,154,0,1,0.0,0,0,2,29,80,14,30,15,19,57,128,1,1,0,0,[],[],0,39,143,0.27,64,179,3,5,0.6,0,0,155,32,136,1,1,6,6,39,142,0,0,0,1,2025-03-08T00:00:00,19fe7177254802d1
UFC 313: Pereira vs. Ankalaev,"March 08, 2025","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/ca936c67687789e9,Middleweight,http://ufcstats.com/fight-details/96c2f85b46e98e91,Djorden Santos,"""Shakur""",L,Ozzy Diaz,,W,Ozzy Diaz,3,5:00,3 Rnd (5-5-5),Marc Goddard,,[],[],0,131,345,0.37,134,348,1,3,0.33,0,0,26,115,323,8,14,8,8,130,342,0,1,1,2,[],[],0,135,261,0.51,136,262,0,0,0.0,0,0,0,119,240,9,13,7,8,130,255,5,6,0,0,2025-03-08T00:00:00,96c2f85b46e98e91
UFC Fight Night: Adesanya vs. Imavov,"February 01, 2025","Riyadh, Riyadh, Saudi Arabia",http://ufcstats.com/event-details/80dbeb1dd5b53e64,Middleweight,http://ufcstats.com/fight-details/85e79748b75eb30e,Israel Adesanya,"""The Last Stylebender""",L,Nassourdine Imavov,"""The Sniper""",W,Nassourdine Imavov,2,0:30,5 Rnd (5-5-5-5-5),Marc Goddard,Punch to Head At Distance,[],[],0,26,50,0.52,32,56,0,1,0.0,0,0,0,9,28,6,8,11,14,26,50,0,0,0,0,[],[],1,15,31,0.48,18,34,0,3,0.0,0,0,44,9,21,0,3,6,7,10,25,0,0,5,6,2025-02-01T00:00:00,85e79748b75eb30e
UFC Fight Night: Adesanya vs. Imavov,"February 01, 2025","Riyadh, Riyadh, Saudi Arabia",http://ufcstats.com/event-details/80dbeb1dd5b53e64,Middleweight,http://ufcstats.com/fight-details/426e7a3de68117b0,Shara Magomedov,"""Bullet""",L,Michael Page,"""Venom""",W,Michael Page,3,5:00,3 Rnd (5-5-5),Jason Herzog,,[],[],0,38,87,0.43,50,102,0,0,0.0,0,0,40,8,42,17,20,13,25,34,82,4,5,0,0,[],[],0,43,75,0.57,47,81,0,1,0.0,0,0,50,23,53,11,12,9,10,38,69,5,6,0,0,2025-02-01T00:00:00,426e7a3de68117b0
UFC Fight Night: Adesanya vs. Imavov,"February 01, 2025","Riyadh, Riyadh, Saudi Arabia",http://ufcstats.com/event-details/80dbeb1dd5b53e64,Heavyweight,http://ufcstats.com/fight-details/3c00f34f20c8a189,Sergei Pavlovich,,W,Jairzinho Rozenstruik,"""Bigi Boy""",L,Sergei Pavlovich,3,5:00,3 Rnd (5-5-5),Mark Smith,,[],[],0,25,60,0.41,145,208,2,2,1.0,0,0,377,21,55,2,3,2,2,25,60,0,0,0,0,[],[],0,17,55,0.3,23,63,0,0,0.0,0,0,0,7,43,3,3,7,9,17,55,0,0,0,0,2025-02-01T00:00:00,3c00f34f20c8a189
UFC Fight Night: Adesanya vs. Imavov,"February 01, 2025","Riyadh, Riyadh, Saudi Arabia",http://ufcstats.com/event-details/80dbeb1dd5b53e64,Bantamweight,http://ufcstats.com/fight-details/70b8dca3addcf4de,Said Nurmagomedov,,L,Vinicius Oliveira,"""LokDog""",W,Vinicius Oliveira,3,5:00,3 Rnd (5-5-5),Kerry Hatley,,[],[],0,38,79,0.48,69,111,1,9,0.11,0,0,58,18,54,13,17,7,8,37,76,1,3,0,0,[],[],0,43,94,0.45,68,125,3,5,0.6,1,0,432,24,63,11,18,8,13,31,74,2,5,10,15,2025-02-01T00:00:00,70b8dca3addcf4de
UFC Fight Night: Adesanya vs. Imavov,"February 01, 2025","Riyadh, Riyadh, Saudi Arabia",http://ufcstats.com/event-details/80dbeb1dd5b53e64,Lightweight,http://ufcstats.com/fight-details/775788423f5eeb99,Fares Ziam,"""Smile Killer""",W,Mike Davis,"""Beast Boy""",L,Fares Ziam,3,5:00,3 Rnd (5-5-5),Chris Tognoni,,[],[],0,35,56,0.62,58,83,4,7,0.57,0,2,431,29,50,5,5,1,1,20,33,5,6,10,17,[],[],0,20,35,0.57,30,49,1,8,0.12,1,3,239,13,26,5,6,2,3,13,24,2,2,5,9,2025-02-01T00:00:00,775788423f5eeb99
UFC Fight Night: Adesanya vs. Imavov,"February 01, 2025","Riyadh, Riyadh, Saudi Arabia",http://ufcstats.com/event-details/80dbeb1dd5b53e64,Featherweight,http://ufcstats.com/fight-details/940f586104bf8bc8,Muhammad Naimov,"""Hillman""",W,Kaan Ofli,"""Genghis""",L,Muhammad Naimov,3,5:00,3 Rnd (5-5-5),Marc Goddard,,[],[],0,32,92,0.34,79,176,2,2,1.0,0,0,336,23,79,8,12,1,1,22,73,6,6,4,13,[],[],0,31,66,0.46,57,97,0,6,0.0,0,0,215,5,30,16,21,10,15,14,44,17,22,0,0,2025-02-01T00:00:00,940f586104bf8bc8
UFC Fight Night: Adesanya vs. Imavov,"February 01, 2025","Riyadh, Riyadh, Saudi Arabia",http://ufcstats.com/event-details/80dbeb1dd5b53e64,Heavyweight,http://ufcstats.com/fight-details/43bbaf06603b0f0c,Shamil Gaziev,,W,Thomas Petersen,"""The Train""",L,Shamil Gaziev,1,3:12,3 Rnd (5-5-5),Jason Herzog,Punch to Head At Distance,[],[],1,14,32,0.43,14,32,0,0,0.0,0,0,0,9,27,5,5,0,0,13,30,1,2,0,0,[],[],0,19,34,0.55,19,35,1,1,1.0,0,0,8,4,18,7,8,8,8,18,31,1,3,0,0,2025-02-01T00:00:00,43bbaf06603b0f0c
UFC Fight Night: Adesanya vs. Imavov,"February 01, 2025","Riyadh, Riyadh, Saudi Arabia",http://ufcstats.com/event-details/80dbeb1dd5b53e64,Lightweight,http://ufcstats.com/fight-details/e97e71a593e4c28d,Terrance McKinney,"""T. Wrecks""",W,Damir Hadzovic,"""The Bosnian Bomber""",L,Terrance McKinney,1,2:01,3 Rnd (5-5-5),Jason Herzog,Punches to Head From Back Control,[],[],0,54,69,0.78,69,90,0,0,0.0,1,1,60,53,67,1,2,0,0,8,18,0,0,46,51,[],[],0,4,13,0.3,4,13,1,2,0.5,0,0,8,3,9,0,3,1,1,4,13,0,0,0,0,2025-02-01T00:00:00,e97e71a593e4c28d
UFC Fight Night: Adesanya vs. Imavov,"February 01, 2025","Riyadh, Riyadh, Saudi Arabia",http://ufcstats.com/event-details/80dbeb1dd5b53e64,Women's Flyweight,http://ufcstats.com/fight-details/91bf33ada75d6061,Jasmine Jasudavicius,,W,Mayra Bueno Silva,"""Sheetara""",L,Jasmine Jasudavicius,3,5:00,3 Rnd (5-5-5),Mark Smith,,[],[],0,56,105,0.53,164,229,3,5,0.6,0,0,431,23,66,20,26,13,13,48,94,8,10,0,1,[],[],0,37,72,0.51,41,76,0,0,0.0,1,0,0,23,53,8,12,6,7,30,64,7,8,0,0,2025-02-01T00:00:00,91bf33ada75d6061
UFC Fight Night: Adesanya vs. Imavov,"February 01, 2025","Riyadh, Riyadh, Saudi Arabia",http://ufcstats.com/event-details/80dbeb1dd5b53e64,Featherweight,http://ufcstats.com/fight-details/750257171ad29a2c,Bogdan Grad,"""The Unleashed""",W,Lucas Alexander,"""The Lion""",L,Bogdan Grad,2,4:22,3 Rnd (5-5-5),Kerry Hatley,Punches to Head From Mount,[],[],0,46,66,0.69,59,86,3,8,0.37,0,0,258,42,60,1,2,3,4,9,18,3,4,34,44,[],[],0,34,52,0.65,47,71,0,1,0.0,0,1,133,19,37,7,7,8,8,29,45,3,4,2,3,2025-02-01T00:00:00,750257171ad29a2c
UFC Fight Night: Adesanya vs. Imavov,"February 01, 2025","Riyadh, Riyadh, Saudi Arabia",http://ufcstats.com/event-details/80dbeb1dd5b53e64,Heavyweight,http://ufcstats.com/fight-details/984ce1062186f3ce,Hamdy Abdelwahab,"""The Hammer""",W,Jamal Pogues,,L,Hamdy Abdelwahab,3,5:00,3 Rnd (5-5-5),Chris Tognoni,,[],[],0,44,87,0.5,52,103,1,1,1.0,0,0,57,25,65,3,4,16,18,40,81,0,0,4,6,[],[],0,69,123,0.56,69,123,0,1,0.0,0,0,0,43,94,0,0,26,29,68,122,1,1,0,0,2025-02-01T00:00:00,984ce1062186f3ce
UFC Fight Night: Moreno vs. Erceg,"March 29, 2025","Mexico City, Distrito Federal, Mexico",http://ufcstats.com/event-details/0f7210aa8d61af8d,Flyweight,http://ufcstats.com/fight-details/33e301872e2b5680,Brandon Moreno,"""The Assassin Baby""",W,Steve Erceg,"""Astroboy""",L,Brandon Moreno,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,,[],[],0,89,176,0.5,95,182,1,5,0.2,0,0,85,59,138,18,25,12,13,87,174,2,2,0,0,[],[],0,116,279,0.41,119,282,0,0,0.0,0,0,0,90,237,11,24,15,18,115,278,1,1,0,0,2025-03-29T00:00:00,33e301872e2b5680
UFC Fight Night: Moreno vs. Erceg,"March 29, 2025","Mexico City, Distrito Federal, Mexico",http://ufcstats.com/event-details/0f7210aa8d61af8d,Lightweight,http://ufcstats.com/fight-details/8fc8d66ad0074ab0,Manuel Torres,"""El Loco""",W,Drew Dober,,L,Manuel Torres,1,1:45,3 Rnd (5-5-5),Mike Beltran,Punches to Head On Ground,[],[],1,23,25,0.92,23,25,0,0,0.0,0,0,10,21,23,2,2,0,0,7,9,0,0,16,16,[],[],0,3,9,0.33,3,9,0,0,0.0,0,0,0,2,5,0,3,1,1,3,9,0,0,0,0,2025-03-29T00:00:00,8fc8d66ad0074ab0
